Country,Province,County,Continent,Population,StatsName
US,Nebraska,Sarpy,North America,187196,"Sarpy, Nebraska, US"
US,Ohio,Wood,North America,130817,"Wood, Ohio, US"
US,North Dakota,Stutsman,North America,20704,"Stutsman, North Dakota, US"
US,Nebraska,Saline,North America,14224,"Saline, Nebraska, US"
US,Ohio,Licking,North America,176862,"Licking, Ohio, US"
US,Oregon,Klamath,North America,68238,"Klamath, Oregon, US"
US,New Hampshire,Hillsborough,North America,417025,"Hillsborough, New Hampshire, US"
US,Ohio,Lawrence,North America,59463,"Lawrence, Ohio, US"
US,Oklahoma,Jackson,North America,24530,"Jackson, Oklahoma, US"
US,New Mexico,Taos,North America,32723,"Taos, New Mexico, US"
US,Oregon,Deschutes,North America,197692,"Deschutes, Oregon, US"
US,Oklahoma,Hughes,North America,13279,"Hughes, Oklahoma, US"
US,New Mexico,Roosevelt,North America,18500,"Roosevelt, New Mexico, US"
US,Nevada,Lander,North America,5532,"Lander, Nevada, US"
US,Oregon,Curry,North America,22925,"Curry, Oregon, US"
US,New Mexico,Rio Arriba,North America,38921,"Rio Arriba, New Mexico, US"
US,Nevada,Humboldt,North America,16831,"Humboldt, Nevada, US"
US,Nebraska,Nemaha,North America,6972,"Nemaha, Nebraska, US"
US,North Carolina,Bertie,North America,18947,"Bertie, North Carolina, US"
US,Nevada,Eureka,North America,2029,"Eureka, Nevada, US"
US,North Dakota,Dickey,North America,4872,"Dickey, North Dakota, US"
US,North Carolina,Jackson,North America,43938,"Jackson, North Carolina, US"
US,Nebraska,Lincoln,North America,34914,"Lincoln, Nebraska, US"
US,Nebraska,Thurston,North America,7224,"Thurston, Nebraska, US"
US,North Dakota,Cavalier,North America,3762,"Cavalier, North Dakota, US"
US,New Mexico,Hidalgo,North America,4198,"Hidalgo, New Mexico, US"
US,Nebraska,Thomas,North America,722,"Thomas, Nebraska, US"
US,North Dakota,Cass,North America,181923,"Cass, North Dakota, US"
US,New Mexico,Harding,North America,625,"Harding, New Mexico, US"
US,Nebraska,Thayer,North America,5003,"Thayer, Nebraska, US"
US,North Dakota,Burleigh,North America,95626,"Burleigh, North Dakota, US"
US,Oklahoma,Woodward,North America,20211,"Woodward, Oklahoma, US"
US,Nebraska,Hall,North America,61353,"Hall, Nebraska, US"
US,North Dakota,Burke,North America,2115,"Burke, North Dakota, US"
US,North Carolina,Chowan,North America,13943,"Chowan, North Carolina, US"
US,Oklahoma,Woods,North America,8793,"Woods, Oklahoma, US"
US,North Dakota,Bowman,North America,3024,"Bowman, North Dakota, US"
US,North Carolina,Cherokee,North America,28612,"Cherokee, North Carolina, US"
US,Oklahoma,Washita,North America,10916,"Washita, Oklahoma, US"
US,North Dakota,Bottineau,North America,6282,"Bottineau, North Dakota, US"
US,North Carolina,Chatham,North America,74470,"Chatham, North Carolina, US"
US,Oklahoma,Washington,North America,51527,"Washington, Oklahoma, US"
US,North Dakota,Billings,North America,928,"Billings, North Dakota, US"
US,Puerto Rico,Unassigned,North America,0,"Unassigned, Puerto Rico, US"
US,North Carolina,Dare,North America,37009,"Dare, North Carolina, US"
US,Oklahoma,Wagoner,North America,81289,"Wagoner, Oklahoma, US"
US,Puerto Rico,Trujillo Alto,North America,63674,"Trujillo Alto, Puerto Rico, US"
US,North Carolina,Currituck,North America,27763,"Currituck, North Carolina, US"
US,Oklahoma,Unassigned,North America,0,"Unassigned, Oklahoma, US"
US,Puerto Rico,Toa Baja,North America,74271,"Toa Baja, Puerto Rico, US"
US,Ohio,Mahoning,North America,228683,"Mahoning, Ohio, US"
US,Oklahoma,Tulsa,North America,651552,"Tulsa, Oklahoma, US"
US,New Hampshire,Grafton,North America,89886,"Grafton, New Hampshire, US"
US,Puerto Rico,Toa Alta,North America,72025,"Toa Alta, Puerto Rico, US"
US,New Mexico,Socorro,North America,16637,"Socorro, New Mexico, US"
US,Oklahoma,Tillman,North America,7250,"Tillman, Oklahoma, US"
US,Puerto Rico,Santa Isabel,North America,21209,"Santa Isabel, Puerto Rico, US"
US,New Mexico,Sierra,North America,10791,"Sierra, New Mexico, US"
US,Nebraska,Boyd,North America,1919,"Boyd, Nebraska, US"
US,Montana,Teton,North America,6147,"Teton, Montana, US"
US,Montana,Park,North America,16606,"Park, Montana, US"
US,Nebraska,Box Butte,North America,10783,"Box Butte, Nebraska, US"
US,Montana,Sweet Grass,North America,3737,"Sweet Grass, Montana, US"
US,Montana,Musselshell,North America,4633,"Musselshell, Montana, US"
US,Nebraska,Boone,North America,5192,"Boone, Nebraska, US"
US,Montana,Stillwater,North America,9642,"Stillwater, Montana, US"
US,Montana,Missoula,North America,119600,"Missoula, Montana, US"
US,New Mexico,Grant,North America,26998,"Grant, New Mexico, US"
US,Montana,Silver Bow,North America,34915,"Silver Bow, Montana, US"
US,Montana,Mineral,North America,4397,"Mineral, Montana, US"
US,Oklahoma,Coal,North America,5495,"Coal, Oklahoma, US"
US,Montana,Sheridan,North America,3309,"Sheridan, Montana, US"
US,Montana,Meagher,North America,1862,"Meagher, Montana, US"
US,Ohio,Fairfield,North America,157574,"Fairfield, Ohio, US"
US,Nebraska,Stanton,North America,5920,"Stanton, Nebraska, US"
US,Montana,Sanders,North America,12113,"Sanders, Montana, US"
US,Ohio,Erie,North America,74266,"Erie, Ohio, US"
US,North Carolina,Watauga,North America,56177,"Watauga, North Carolina, US"
US,Nebraska,Greeley,North America,2356,"Greeley, Nebraska, US"
US,Montana,Rosebud,North America,8937,"Rosebud, Montana, US"
US,Montana,Glacier,North America,13753,"Glacier, Montana, US"
US,North Carolina,New Hanover,North America,234473,"New Hanover, North Carolina, US"
US,Montana,Roosevelt,North America,11004,"Roosevelt, Montana, US"
US,North Carolina,McDowell,North America,45756,"McDowell, North Carolina, US"
US,New Hampshire,,North America,1359711,"New Hampshire, US"
US,North Carolina,Nash,North America,94298,"Nash, North Carolina, US"
US,Pennsylvania,Forest,North America,7247,"Forest, Pennsylvania, US"
US,North Dakota,Benson,North America,6832,"Benson, North Dakota, US"
US,North Carolina,Sampson,North America,63531,"Sampson, North Carolina, US"
US,North Dakota,Steele,North America,1890,"Steele, North Dakota, US"
US,Ohio,Williams,North America,36692,"Williams, Ohio, US"
US,Nebraska,Rock,North America,1357,"Rock, Nebraska, US"
US,North Dakota,Stark,North America,31489,"Stark, North Dakota, US"
US,Ohio,Wayne,North America,115710,"Wayne, Ohio, US"
US,Nebraska,Richardson,North America,7865,"Richardson, Nebraska, US"
US,Ohio,Lake,North America,230149,"Lake, Ohio, US"
US,Nebraska,Dawson,North America,23595,"Dawson, Nebraska, US"
US,Pennsylvania,Allegheny,North America,1216045,"Allegheny, Pennsylvania, US"
US,New Hampshire,Coos,North America,31563,"Coos, New Hampshire, US"
US,Oklahoma,Haskell,North America,12627,"Haskell, Oklahoma, US"
US,Ohio,Clark,North America,134083,"Clark, Ohio, US"
US,New York,Jefferson,North America,109834,"Jefferson, New York, US"
US,New Mexico,Quay,North America,8253,"Quay, New Mexico, US"
US,Nebraska,Nance,North America,3519,"Nance, Nebraska, US"
US,Ohio,Ottawa,North America,40525,"Ottawa, Ohio, US"
US,Nevada,Esmeralda,North America,873,"Esmeralda, Nevada, US"
US,New York,Dutchess,North America,294218,"Dutchess, New York, US"
US,Ohio,Noble,North America,14424,"Noble, Ohio, US"
US,North Carolina,Iredell,North America,181806,"Iredell, North Carolina, US"
US,New York,Delaware,North America,44135,"Delaware, New York, US"
US,Nebraska,Lancaster,North America,319090,"Lancaster, Nebraska, US"
US,North Carolina,Hyde,North America,4937,"Hyde, North Carolina, US"
US,Nebraska,Blaine,North America,465,"Blaine, Nebraska, US"
US,Ohio,Trumbull,North America,197974,"Trumbull, Ohio, US"
US,Puerto Rico,Lares,North America,24276,"Lares, Puerto Rico, US"
US,New Mexico,Eddy,North America,58460,"Eddy, New Mexico, US"
US,New York,Schenectady,North America,155299,"Schenectady, New York, US"
US,Oklahoma,Cleveland,North America,284014,"Cleveland, Oklahoma, US"
US,New Jersey,Salem,North America,62385,"Salem, New Jersey, US"
US,Montana,McCone,North America,1664,"McCone, Montana, US"
US,Nebraska,Sioux,North America,1166,"Sioux, Nebraska, US"
US,North Carolina,Tyrrell,North America,4016,"Tyrrell, North Carolina, US"
US,Ohio,Delaware,North America,209177,"Delaware, Ohio, US"
US,New York,Niagara,North America,209281,"Niagara, New York, US"
US,Nebraska,Grant,North America,623,"Grant, Nebraska, US"
US,New York,Unassigned,North America,0,"Unassigned, New York, US"
US,Montana,Garfield,North America,1258,"Garfield, Montana, US"
US,North Carolina,Catawba,North America,159551,"Catawba, North Carolina, US"
US,Montana,Richland,North America,10803,"Richland, Montana, US"
US,North Carolina,Martin,North America,22440,"Martin, North Carolina, US"
US,New Hampshire,Unassigned,North America,0,"Unassigned, New Hampshire, US"
US,Montana,Daniels,North America,1690,"Daniels, Montana, US"
US,Pennsylvania,Fayette,North America,129274,"Fayette, Pennsylvania, US"
US,North Dakota,Barnes,North America,10415,"Barnes, North Dakota, US"
US,North Carolina,Rutherford,North America,67029,"Rutherford, North Carolina, US"
US,North Carolina,Cumberland,North America,335509,"Cumberland, North Carolina, US"
US,Oregon,Josephine,North America,87487,"Josephine, Oregon, US"
US,North Dakota,Slope,North America,750,"Slope, North Dakota, US"
US,North Carolina,Rowan,North America,142088,"Rowan, North Carolina, US"
US,Oregon,Jefferson,North America,24658,"Jefferson, Oregon, US"
US,Nebraska,Red Willow,North America,10724,"Red Willow, Nebraska, US"
US,Ohio,Knox,North America,62322,"Knox, Ohio, US"
US,Nebraska,Dawes,North America,8589,"Dawes, Nebraska, US"
US,Missouri,Warren,North America,35649,"Warren, Missouri, US"
US,Nebraska,Polk,North America,5213,"Polk, Nebraska, US"
US,Nebraska,Dakota,North America,20026,"Dakota, Nebraska, US"
US,Oklahoma,Harper,North America,3688,"Harper, Oklahoma, US"
US,Ohio,Champaign,North America,38885,"Champaign, Ohio, US"
US,New York,Herkimer,North America,61319,"Herkimer, New York, US"
US,New Mexico,Otero,North America,67490,"Otero, New Mexico, US"
US,Oklahoma,Harmon,North America,2653,"Harmon, Oklahoma, US"
US,Nevada,Elko,North America,52778,"Elko, Nevada, US"
US,Ohio,Muskingum,North America,86215,"Muskingum, Ohio, US"
US,New York,Cortland,North America,47581,"Cortland, New York, US"
US,Nebraska,Knox,North America,8332,"Knox, Nebraska, US"
US,North Carolina,Hoke,North America,55234,"Hoke, North Carolina, US"
US,Nebraska,Banner,North America,745,"Banner, Nebraska, US"
US,Ohio,Summit,North America,541013,"Summit, Ohio, US"
US,Puerto Rico,Lajas,North America,22010,"Lajas, Puerto Rico, US"
US,New Mexico,Dona Ana,North America,218195,"Dona Ana, New Mexico, US"
US,Nebraska,Arthur,North America,463,"Arthur, Nebraska, US"
US,Oklahoma,Cimarron,North America,2137,"Cimarron, Oklahoma, US"
US,New Jersey,Passaic,North America,501826,"Passaic, New Jersey, US"
US,Montana,Madison,North America,8600,"Madison, Montana, US"
US,Nebraska,Sherman,North America,3001,"Sherman, Nebraska, US"
US,New Jersey,Ocean,North America,607186,"Ocean, New Jersey, US"
US,North Carolina,Transylvania,North America,34385,"Transylvania, North Carolina, US"
US,Nebraska,Sheridan,North America,5246,"Sheridan, Nebraska, US"
US,New York,New York,North America,1628706,"New York, New York, US"
US,Nebraska,Gosper,North America,1990,"Gosper, Nebraska, US"
US,New York,Ulster,North America,177573,"Ulster, New York, US"
US,Missouri,Cape Girardeau,North America,78871,"Cape Girardeau, Missouri, US"
US,North Carolina,Caswell,North America,22604,"Caswell, North Carolina, US"
US,Montana,Ravalli,North America,43806,"Ravalli, Montana, US"
US,North Carolina,Madison,North America,21755,"Madison, North Carolina, US"
US,New Hampshire,Sullivan,North America,43146,"Sullivan, New Hampshire, US"
US,Montana,Custer,North America,11402,"Custer, Montana, US"
US,North Carolina,Macon,North America,35858,"Macon, North Carolina, US"
US,Missouri,Scott,North America,38280,"Scott, Missouri, US"
US,Missouri,Perry,North America,19136,"Perry, Missouri, US"
US,Montana,Chouteau,North America,5635,"Chouteau, Montana, US"
US,North Carolina,Craven,North America,102139,"Craven, North Carolina, US"
US,North Dakota,Sioux,North America,4230,"Sioux, North Dakota, US"
US,North Carolina,Rockingham,North America,91010,"Rockingham, North Carolina, US"
US,Missouri,Marion,North America,28530,"Marion, Missouri, US"
US,North Dakota,Sheridan,North America,1315,"Sheridan, North Dakota, US"
US,Ohio,Jefferson,North America,65325,"Jefferson, Ohio, US"
US,Missouri,Vernon,North America,20563,"Vernon, Missouri, US"
US,Nebraska,Platte,North America,33470,"Platte, Nebraska, US"
US,Nebraska,Custer,North America,10777,"Custer, Nebraska, US"
US,Ohio,Jackson,North America,32413,"Jackson, Ohio, US"
US,Nebraska,Pierce,North America,7148,"Pierce, Nebraska, US"
US,New York,Hamilton,North America,4416,"Hamilton, New York, US"
US,Missouri,Jackson,North America,703011,"Jackson, Missouri, US"
US,Oklahoma,Greer,North America,5712,"Greer, Oklahoma, US"
US,Nevada,Douglas,North America,48905,"Douglas, Nevada, US"
US,Ohio,Morrow,North America,35328,"Morrow, Ohio, US"
US,New York,Columbia,North America,59461,"Columbia, New York, US"
US,Nebraska,Kimball,North America,3632,"Kimball, Nebraska, US"
US,North Carolina,Hertford,North America,23677,"Hertford, North Carolina, US"
US,New York,Saratoga,North America,229863,"Saratoga, New York, US"
US,Ohio,Stark,North America,370606,"Stark, Ohio, US"
US,Puerto Rico,Juncos,North America,38155,"Juncos, Puerto Rico, US"
US,New Mexico,De Baca,North America,1748,"De Baca, New Mexico, US"
US,Nebraska,Antelope,North America,6298,"Antelope, Nebraska, US"
US,Oklahoma,Choctaw,North America,14672,"Choctaw, Oklahoma, US"
US,New Mexico,Curry,North America,48954,"Curry, New Mexico, US"
US,Montana,Lincoln,North America,19980,"Lincoln, Montana, US"
US,Ohio,Defiance,North America,38087,"Defiance, Ohio, US"
US,New Jersey,Morris,North America,491845,"Morris, New Jersey, US"
US,Missouri,DeKalb,North America,12547,"DeKalb, Missouri, US"
US,Montana,Gallatin,North America,114434,"Gallatin, Montana, US"
US,New York,Nassau,North America,1356924,"Nassau, New York, US"
US,Nebraska,Garfield,North America,1969,"Garfield, Nebraska, US"
US,Mississippi,,North America,2976149,"Mississippi, US"
US,Missouri,Camden,North America,46305,"Camden, Missouri, US"
US,North Carolina,Carteret,North America,69473,"Carteret, North Carolina, US"
US,Montana,Prairie,North America,1077,"Prairie, Montana, US"
US,New Hampshire,Strafford,North America,130633,"Strafford, New Hampshire, US"
US,Ohio,Washington,North America,59911,"Washington, Ohio, US"
US,Mississippi,Tallahatchie,North America,13809,"Tallahatchie, Mississippi, US"
US,Missouri,Scotland,North America,4902,"Scotland, Missouri, US"
US,Missouri,Pemiscot,North America,15805,"Pemiscot, Missouri, US"
US,Montana,Cascade,North America,81366,"Cascade, Montana, US"
US,North Carolina,Columbus,North America,55508,"Columbus, North Carolina, US"
US,New Hampshire,Cheshire,North America,76085,"Cheshire, New Hampshire, US"
US,Montana,Carter,North America,1252,"Carter, Montana, US"
US,North Carolina,Robeson,North America,130625,"Robeson, North Carolina, US"
US,Missouri,Maries,North America,8697,"Maries, Missouri, US"
US,Mississippi,Noxubee,North America,10417,"Noxubee, Mississippi, US"
US,Nebraska,Morrill,North America,4642,"Morrill, Nebraska, US"
US,Missouri,Unassigned,North America,0,"Unassigned, Missouri, US"
US,Ohio,Carroll,North America,26914,"Carroll, Ohio, US"
US,Nebraska,Cuming,North America,8846,"Cuming, Nebraska, US"
US,Ohio,Huron,North America,58266,"Huron, Ohio, US"
US,Nebraska,Phelps,North America,9034,"Phelps, Nebraska, US"
US,New York,Greene,North America,47188,"Greene, New York, US"
US,Missouri,Iron,North America,10125,"Iron, Missouri, US"
US,Oklahoma,Grant,North America,4333,"Grant, Oklahoma, US"
US,Nevada,Clark,North America,2266715,"Clark, Nevada, US"
US,Ohio,Morgan,North America,14508,"Morgan, Ohio, US"
US,New York,Clinton,North America,80485,"Clinton, New York, US"
US,Nebraska,Keya Paha,North America,806,"Keya Paha, Nebraska, US"
US,North Carolina,Henderson,North America,117417,"Henderson, North Carolina, US"
US,New York,Chenango,North America,47207,"Chenango, New York, US"
US,Ohio,Shelby,North America,48590,"Shelby, Ohio, US"
US,Puerto Rico,Juana Diaz,North America,44679,"Juana Diaz, Puerto Rico, US"
US,Nebraska,Adams,North America,31363,"Adams, Nebraska, US"
US,Oklahoma,Cherokee,North America,48657,"Cherokee, Oklahoma, US"
US,New Mexico,Colfax,North America,11941,"Colfax, New Mexico, US"
US,Montana,Liberty,North America,2337,"Liberty, Montana, US"
US,Ohio,Darke,North America,51113,"Darke, Ohio, US"
US,New Jersey,Monmouth,North America,618795,"Monmouth, New Jersey, US"
US,Missouri,Daviess,North America,8278,"Daviess, Missouri, US"
US,Montana,Flathead,North America,103806,"Flathead, Montana, US"
US,New York,Montgomery,North America,49221,"Montgomery, New York, US"
US,Nebraska,Garden,North America,1837,"Garden, Nebraska, US"
US,Mississippi,Yazoo,North America,29690,"Yazoo, Mississippi, US"
US,Missouri,Callaway,North America,44743,"Callaway, Missouri, US"
US,Mississippi,Lafayette,North America,54019,"Lafayette, Mississippi, US"
US,Montana,Powell,North America,6890,"Powell, Montana, US"
US,New Hampshire,Rockingham,North America,309769,"Rockingham, New Hampshire, US"
US,Ohio,Warren,North America,234602,"Warren, Ohio, US"
US,Mississippi,Sunflower,North America,25110,"Sunflower, Mississippi, US"
US,Missouri,Schuyler,North America,4660,"Schuyler, Missouri, US"
US,Missouri,Ozark,North America,9174,"Ozark, Missouri, US"
US,Mississippi,George,North America,24500,"George, Mississippi, US"
US,New Hampshire,Carroll,North America,48910,"Carroll, New Hampshire, US"
US,Montana,Carbon,North America,10725,"Carbon, Montana, US"
US,North Carolina,Richmond,North America,44829,"Richmond, North Carolina, US"
US,Missouri,Madison,North America,12088,"Madison, Missouri, US"
US,Mississippi,Newton,North America,21018,"Newton, Mississippi, US"
US,Nebraska,Merrick,North America,7755,"Merrick, Nebraska, US"
US,Missouri,Texas,North America,25398,"Texas, Missouri, US"
US,Ohio,Butler,North America,383134,"Butler, Ohio, US"
US,Mississippi,Neshoba,North America,29118,"Neshoba, Mississippi, US"
US,Missouri,Taney,North America,55928,"Taney, Missouri, US"
US,Ohio,Holmes,North America,43960,"Holmes, Ohio, US"
US,Mississippi,Montgomery,North America,9775,"Montgomery, Mississippi, US"
US,Nebraska,Perkins,North America,2891,"Perkins, Nebraska, US"
US,Ohio,Hocking,North America,28264,"Hocking, Ohio, US"
US,New York,Genesee,North America,57280,"Genesee, New York, US"
US,Missouri,Howell,North America,40117,"Howell, Missouri, US"
US,Nebraska,Pawnee,North America,2613,"Pawnee, Nebraska, US"
US,Nevada,Churchill,North America,24909,"Churchill, Nevada, US"
US,Mississippi,Attala,North America,18174,"Attala, Mississippi, US"
US,New York,Rockland,North America,325789,"Rockland, New York, US"
US,Nebraska,Keith,North America,8034,"Keith, Nebraska, US"
US,North Carolina,Haywood,North America,62317,"Haywood, North Carolina, US"
US,New York,Chemung,North America,83456,"Chemung, New York, US"
US,Ohio,Seneca,North America,55178,"Seneca, Ohio, US"
US,Puerto Rico,Jayuya,North America,13891,"Jayuya, Puerto Rico, US"
US,Montana,,North America,1068778,"Montana, US"
US,Oklahoma,Carter,North America,48111,"Carter, Oklahoma, US"
US,Puerto Rico,Isabela,North America,40423,"Isabela, Puerto Rico, US"
US,New Mexico,Cibola,North America,26675,"Cibola, New Mexico, US"
US,Oklahoma,Canadian,North America,148306,"Canadian, Oklahoma, US"
US,Ohio,Cuyahoga,North America,1235072,"Cuyahoga, Ohio, US"
US,New Jersey,Middlesex,North America,825062,"Middlesex, New Jersey, US"
US,Missouri,Dallas,North America,16878,"Dallas, Missouri, US"
US,Minnesota,Nobles,North America,21629,"Nobles, Minnesota, US"
US,Montana,Fergus,North America,11050,"Fergus, Montana, US"
US,Missouri,Dade,North America,7561,"Dade, Missouri, US"
US,New York,Monroe,North America,741770,"Monroe, New York, US"
US,Nebraska,Gage,North America,21513,"Gage, Nebraska, US"
US,Montana,Fallon,North America,2846,"Fallon, Montana, US"
US,New York,Madison,North America,70941,"Madison, New York, US"
US,Missouri,Caldwell,North America,9020,"Caldwell, Missouri, US"
US,Mississippi,Kemper,North America,9742,"Kemper, Mississippi, US"
US,Montana,Powder River,North America,1682,"Powder River, Montana, US"
US,Missouri,Butler,North America,42478,"Butler, Missouri, US"
US,New Hampshire,Merrimack,North America,151391,"Merrimack, New Hampshire, US"
US,Ohio,Vinton,North America,13085,"Vinton, Ohio, US"
US,Mississippi,Stone,North America,18336,"Stone, Mississippi, US"
US,Missouri,Saline,North America,22761,"Saline, Missouri, US"
US,Missouri,Osage,North America,13615,"Osage, Missouri, US"
US,Mississippi,Franklin,North America,7713,"Franklin, Mississippi, US"
US,New Hampshire,Belknap,North America,61303,"Belknap, New Hampshire, US"
US,Missouri,Oregon,North America,10529,"Oregon, Missouri, US"
US,Montana,Broadwater,North America,6237,"Broadwater, Montana, US"
US,Nevada,,North America,3080156,"Nevada, US"
US,North Carolina,Randolph,North America,143667,"Randolph, North Carolina, US"
US,Montana,Blaine,North America,6681,"Blaine, Montana, US"
US,Missouri,Macon,North America,15117,"Macon, Missouri, US"
US,Nebraska,Colfax,North America,10709,"Colfax, Nebraska, US"
US,Nebraska,McPherson,North America,494,"McPherson, Nebraska, US"
US,Ohio,Brown,North America,43432,"Brown, Ohio, US"
US,Missouri,Sullivan,North America,6089,"Sullivan, Missouri, US"
US,Mississippi,Monroe,North America,35252,"Monroe, Mississippi, US"
US,Oklahoma,Grady,North America,55834,"Grady, Oklahoma, US"
US,Missouri,Stone,North America,31952,"Stone, Missouri, US"
US,Ohio,Highland,North America,43161,"Highland, Ohio, US"
US,New York,Fulton,North America,53383,"Fulton, New York, US"
US,Missouri,Howard,North America,10001,"Howard, Missouri, US"
US,Nebraska,Otoe,North America,16012,"Otoe, Nebraska, US"
US,Nevada,Carson City,North America,55916,"Carson City, Nevada, US"
US,Mississippi,Amite,North America,12297,"Amite, Mississippi, US"
US,New York,Richmond,North America,476143,"Richmond, New York, US"
US,Nebraska,Kearney,North America,6495,"Kearney, Nebraska, US"
US,North Carolina,Harnett,North America,135976,"Harnett, North Carolina, US"
US,New York,Chautauqua,North America,126903,"Chautauqua, New York, US"
US,Minnesota,Todd,North America,24664,"Todd, Minnesota, US"
US,Montana,Yellowstone,North America,161300,"Yellowstone, Montana, US"
US,Montana,Lewis and Clark,North America,69432,"Lewis and Clark, Montana, US"
US,Minnesota,Swift,North America,9266,"Swift, Minnesota, US"
US,New Mexico,Chaves,North America,64615,"Chaves, New Mexico, US"
US,Oklahoma,Caddo,North America,28762,"Caddo, Oklahoma, US"
US,New Jersey,Mercer,North America,367430,"Mercer, New Jersey, US"
US,Minnesota,Nicollet,North America,34274,"Nicollet, Minnesota, US"
US,Mississippi,Yalobusha,North America,12108,"Yalobusha, Mississippi, US"
US,Missouri,Crawford,North America,23920,"Crawford, Missouri, US"
US,Nebraska,Furnas,North America,4676,"Furnas, Nebraska, US"
US,Montana,Deer Lodge,North America,9140,"Deer Lodge, Montana, US"
US,New York,Livingston,North America,62914,"Livingston, New York, US"
US,Mississippi,Jones,North America,68098,"Jones, Mississippi, US"
US,Montana,Pondera,North America,5911,"Pondera, Montana, US"
US,Missouri,Buchanan,North America,87364,"Buchanan, Missouri, US"
US,Minnesota,Lac qui Parle,North America,6623,"Lac qui Parle, Minnesota, US"
US,Ohio,Van Wert,North America,28275,"Van Wert, Ohio, US"
US,Mississippi,Smith,North America,15916,"Smith, Mississippi, US"
US,Missouri,Ripley,North America,13288,"Ripley, Missouri, US"
US,Minnesota,Benton,North America,40889,"Benton, Minnesota, US"
US,Mississippi,Forrest,North America,74897,"Forrest, Mississippi, US"
US,Missouri,Nodaway,North America,22092,"Nodaway, Missouri, US"
US,Nevada,White Pine,North America,9580,"White Pine, Nevada, US"
US,North Carolina,Polk,North America,20724,"Polk, North Carolina, US"
US,Montana,Big Horn,North America,13319,"Big Horn, Montana, US"
US,Missouri,Livingston,North America,15227,"Livingston, Missouri, US"
US,Nebraska,Clay,North America,6203,"Clay, Nebraska, US"
US,Nebraska,Madison,North America,35099,"Madison, Nebraska, US"
US,Ohio,Belmont,North America,67006,"Belmont, Ohio, US"
US,Mississippi,Marshall,North America,35294,"Marshall, Mississippi, US"
US,Oklahoma,Garvin,North America,27711,"Garvin, Oklahoma, US"
US,Missouri,Stoddard,North America,29025,"Stoddard, Missouri, US"
US,Ohio,Henry,North America,27006,"Henry, Ohio, US"
US,New York,Franklin,North America,50022,"Franklin, New York, US"
US,Missouri,Holt,North America,4403,"Holt, Missouri, US"
US,Nebraska,Nuckolls,North America,4148,"Nuckolls, Nebraska, US"
US,Michigan,Sanilac,North America,41170,"Sanilac, Michigan, US"
US,Mississippi,Alcorn,North America,36953,"Alcorn, Mississippi, US"
US,New York,Rensselaer,North America,158714,"Rensselaer, New York, US"
US,Nebraska,Johnson,North America,5071,"Johnson, Nebraska, US"
US,North Carolina,Halifax,North America,50010,"Halifax, North Carolina, US"
US,New York,Cayuga,North America,76576,"Cayuga, New York, US"
US,Minnesota,Scott,North America,149013,"Scott, Minnesota, US"
US,Montana,Wibaux,North America,969,"Wibaux, Montana, US"
US,Montana,Lake,North America,30458,"Lake, Montana, US"
US,Minnesota,Stevens,North America,9805,"Stevens, Minnesota, US"
US,New Mexico,Catron,North America,3527,"Catron, New Mexico, US"
US,Minnesota,Douglas,North America,38141,"Douglas, Minnesota, US"
US,New Jersey,Hunterdon,North America,124371,"Hunterdon, New Jersey, US"
US,Minnesota,Murray,North America,8194,"Murray, Minnesota, US"
US,Mississippi,Winston,North America,17955,"Winston, Mississippi, US"
US,Missouri,Cooper,North America,17709,"Cooper, Missouri, US"
US,Nebraska,Frontier,North America,2627,"Frontier, Nebraska, US"
US,Montana,Dawson,North America,8613,"Dawson, Montana, US"
US,New York,Lewis,North America,26296,"Lewis, New York, US"
US,Mississippi,Jefferson Davis,North America,11128,"Jefferson Davis, Mississippi, US"
US,Montana,Phillips,North America,3954,"Phillips, Montana, US"
US,Missouri,Boone,North America,180463,"Boone, Missouri, US"
US,Minnesota,Koochiching,North America,12229,"Koochiching, Minnesota, US"
US,Mississippi,Simpson,North America,26658,"Simpson, Mississippi, US"
US,Missouri,Reynolds,North America,6270,"Reynolds, Missouri, US"
US,Minnesota,Beltrami,North America,47188,"Beltrami, Minnesota, US"
US,Mississippi,DeSoto,North America,184945,"DeSoto, Mississippi, US"
US,Missouri,Newton,North America,58236,"Newton, Missouri, US"
US,Nevada,Washoe,North America,471519,"Washoe, Nevada, US"
US,North Carolina,Pitt,North America,180742,"Pitt, North Carolina, US"
US,Montana,Beaverhead,North America,9453,"Beaverhead, Montana, US"
US,Missouri,Linn,North America,11920,"Linn, Missouri, US"
US,Nebraska,Cheyenne,North America,8910,"Cheyenne, Nebraska, US"
US,Nebraska,Loup,North America,664,"Loup, Nebraska, US"
US,Missouri,,North America,6137428,"Missouri, US"
US,Mississippi,Marion,North America,24573,"Marion, Mississippi, US"
US,Nebraska,Cherry,North America,5689,"Cherry, Nebraska, US"
US,Missouri,Ste. Genevieve,North America,17894,"Ste. Genevieve, Missouri, US"
US,Missouri,Wright,North America,18289,"Wright, Missouri, US"
US,Nebraska,,North America,1934408,"Nebraska, US"
US,Missouri,Hickory,North America,9544,"Hickory, Missouri, US"
US,Michigan,Montcalm,North America,63888,"Montcalm, Michigan, US"
US,Michigan,Saginaw,North America,190539,"Saginaw, Michigan, US"
US,Mississippi,Adams,North America,30693,"Adams, Mississippi, US"
US,Michigan,Monroe,North America,150500,"Monroe, Michigan, US"
